Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:19:53] 	2.640	-0.020	-0.8	373	2.630	2.640	84	2.650	2.600
[10:22:11] 	2.640	-0.020	-0.8	358	2.630	2.640	116	2.650	2.600
[10:22:40] 	2.630	-0.030	-1.1	341	2.630	2.640	247	2.650	2.600
[10:24:56] 	2.630	-0.030	-1.1	340	2.630	2.640	238	2.650	2.600
[10:25:53] 	2.630	-0.030	-1.1	313	2.630	2.640	573	2.650	2.600
[10:26:49] 	2.630	-0.030	-1.1	268	2.630	2.640	549	2.650	2.600
[10:27:51] 	2.630	-0.030	-1.1	268	2.630	2.640	554	2.650	2.600
[10:29:33] 	2.630	-0.030	-1.1	332	2.630	2.640	546	2.650	2.600
[10:31:10] 	2.630	-0.030	-1.1	333	2.630	2.640	557	2.650	2.600
[10:32:10] 	2.630	-0.030	-1.1	337	2.630	2.640	559	2.650	2.600
[10:32:54] 	2.630	-0.030	-1.1	338	2.630	2.640	569	2.650	2.600
[10:34:42] 	2.630	-0.030	-1.1	319	2.630	2.640	558	2.650	2.600
[10:35:47] 	2.640	-0.020	-0.8	312	2.630	2.640	557	2.650	2.600
[10:36:56] 	2.630	-0.030	-1.1	328	2.630	2.640	533	2.650	2.600
[10:37:44] 	2.630	-0.030	-1.1	302	2.630	2.640	650	2.650	2.600
[10:38:45] 	2.630	-0.030	-1.1	327	2.630	2.640	658	2.650	2.600
[10:39:42] 	2.640	-0.020	-0.8	330	2.630	2.640	658	2.650	2.600
[10:40:47] 	2.640	-0.020	-0.8	401	2.630	2.640	643	2.650	2.600
[10:41:51] 	2.630	-0.030	-1.1	430	2.630	2.640	642	2.650	2.600
[10:42:53] 	2.640	-0.020	-0.8	447	2.630	2.640	583	2.650	2.600
[10:44:01] 	2.640	-0.020	-0.8	459	2.630	2.640	583	2.650	2.600
[10:44:58] 	2.630	-0.030	-1.1	475	2.630	2.640	570	2.650	2.600
[10:45:45] 	2.630	-0.030	-1.1	473	2.630	2.640	567	2.650	2.600
[10:47:23] 	2.640	-0.020	-0.8	446	2.630	2.640	310	2.650	2.600
[10:48:32] 	2.640	-0.020	-0.8	449	2.630	2.640	276	2.650	2.600
[10:49:47] 	2.640	-0.020	-0.8	23	2.640	2.650	779	2.650	2.600
[10:51:02] 	2.640	-0.020	-0.8	27	2.640	2.650	793	2.650	2.600
[10:52:52] 	2.650	-0.010	-0.4	130	2.640	2.650	810	2.650	2.600
