Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:55:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:55:56] 	-	-	-	30	9.040	9.170	15	-	-
[09:59:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:00:06] 	-	-	-	30	9.040	9.170	15	-	-
[10:02:02] 	-	-	-	30	9.050	9.180	15	-	-
[10:28:49] 	-	-	-	30	9.040	9.170	15	-	-
[10:38:57] 	-	-	-	30	9.050	9.180	15	-	-
[10:47:42] 	-	-	-	30	9.040	9.170	15	-	-
[10:50:04] 	-	-	-	30	9.030	9.160	15	-	-
[10:52:31] 	-	-	-	30	9.020	9.150	15	-	-
[10:53:19] 	-	-	-	30	9.030	9.160	15	-	-
[10:54:13] 	-	-	-	30	9.030	9.160	16	-	-
[10:55:29] 	-	-	-	30	9.020	9.150	15	-	-
[10:59:10] 	-	-	-	30	9.000	9.130	15	-	-
[11:26:46] 	-	-	-	15	8.990	9.130	15	-	-
[11:28:54] 	-	-	-	15	8.980	9.120	15	-	-
[11:32:22] 	-	-	-	30	8.990	9.120	15	-	-
[11:34:42] 	-	-	-	30	8.980	9.110	15	-	-
[11:35:46] 	-	-	-	30	8.990	9.120	15	-	-
[11:45:31] 	-	-	-	30	8.990	9.160	1	-	-
[11:46:46] 	-	-	-	30	8.990	9.120	15	-	-
[11:50:45] 	-	-	-	15	8.980	9.160	1	-	-
[11:51:49] 	-	-	-	30	8.990	9.120	15	-	-
[11:57:28] 	-	-	-	30	8.980	9.110	15	-	-
[12:02:38] 	-	-	-	30	8.970	9.100	15	-	-
[12:20:25] 	-	-	-	30	8.980	9.110	15	-	-
[12:21:34] 	-	-	-	15	8.970	9.110	15	-	-
[12:22:44] 	-	-	-	30	8.980	9.110	15	-	-
[12:24:50] 	-	-	-	30	8.990	9.120	15	-	-
[12:25:56] 	-	-	-	30	8.100	9.160	1	-	-
[12:27:01] 	-	-	-	80	9.020	9.080	80	-	-
[12:28:08] 	-	-	-	45	9.030	9.050	55	-	-
[12:29:08] 	-	-	-	45	9.050	9.070	55	-	-
[12:31:36] 	-	-	-	45	9.060	9.080	55	-	-
[12:32:26] 	-	-	-	45	9.050	9.070	55	-	-
[12:34:48] 	-	-	-	45	9.070	9.090	55	-	-
[12:35:47] 	-	-	-	45	9.060	9.080	55	-	-
[12:37:16] 	-	-	-	45	9.050	9.070	55	-	-
[12:42:50] 	-	-	-	45	9.060	9.080	55	-	-
[12:45:08] 	-	-	-	45	9.070	9.090	55	-	-
[12:47:10] 	-	-	-	45	9.060	9.080	55	-	-
[12:50:59] 	-	-	-	45	9.050	9.070	55	-	-
[12:52:20] 	-	-	-	45	9.040	9.060	55	-	-
[12:54:29] 	-	-	-	45	9.050	9.070	55	-	-
[12:55:33] 	-	-	-	45	9.040	9.060	55	-	-
[12:56:42] 	-	-	-	45	9.030	9.050	55	-	-
[12:59:56] 	-	-	-	45	9.020	9.040	55	-	-
[13:03:24] 	-	-	-	45	9.030	9.050	55	-	-
[13:06:17] 	-	-	-	45	9.040	9.060	55	-	-
[13:11:22] 	-	-	-	45	9.030	9.050	55	-	-
[13:15:45] 	-	-	-	45	9.020	9.040	55	-	-
[13:16:47] 	-	-	-	45	9.010	9.030	55	-	-
[13:17:19] 	-	-	-	45	9.020	9.040	55	-	-
[13:18:40] 	-	-	-	45	9.030	9.050	55	-	-
[13:19:49] 	-	-	-	45	9.020	9.040	55	-	-
[13:22:02] 	-	-	-	45	9.030	9.050	55	-	-
[13:23:12] 	-	-	-	45	9.020	9.040	55	-	-
[13:24:17] 	-	-	-	45	9.030	9.050	55	-	-
[13:27:47] 	-	-	-	45	9.020	9.040	55	-	-
[13:30:10] 	-	-	-	45	9.030	9.050	55	-	-
[13:31:25] 	-	-	-	45	9.040	9.060	55	-	-
[13:36:53] 	-	-	-	45	9.050	9.070	55	-	-
[13:43:00] 	-	-	-	45	9.060	9.080	55	-	-
[13:44:05] 	-	-	-	45	9.040	9.060	55	-	-
[13:45:11] 	-	-	-	45	9.050	9.070	55	-	-
[13:47:16] 	-	-	-	45	9.040	9.060	55	-	-
[13:49:20] 	-	-	-	45	9.040	9.070	60	-	-
[13:50:30] 	-	-	-	45	9.040	9.060	55	-	-
[13:52:15] 	-	-	-	45	9.030	9.050	55	-	-
[13:58:16] 	-	-	-	45	9.020	9.040	55	-	-
[14:00:06] 	-	-	-	-	-	9.050	55	-	-
[14:01:10] 	-	-	-	45	9.040	9.060	55	-	-
[14:02:19] 	-	-	-	45	9.030	9.050	55	-	-
[14:03:30] 	-	-	-	45	9.020	9.040	55	-	-
[14:05:49] 	-	-	-	45	9.030	9.050	55	-	-
[14:08:42] 	-	-	-	45	9.040	9.060	55	-	-
[14:10:36] 	-	-	-	45	9.030	9.050	55	-	-
[14:11:46] 	-	-	-	45	9.050	9.070	55	-	-
[14:13:01] 	-	-	-	45	9.060	9.080	55	-	-
[14:14:41] 	-	-	-	45	9.050	9.070	55	-	-
[14:15:46] 	-	-	-	45	9.040	9.060	55	-	-
[14:18:03] 	-	-	-	45	9.060	9.080	55	-	-
[14:19:11] 	-	-	-	45	9.050	9.070	55	-	-
[14:20:16] 	-	-	-	45	9.040	9.060	55	-	-
[14:25:02] 	-	-	-	45	9.050	9.070	55	-	-
[14:26:19] 	-	-	-	45	9.040	9.060	55	-	-
[14:27:43] 	-	-	-	45	9.050	9.070	55	-	-
[14:30:08] 	-	-	-	30	8.070	9.160	1	-	-
[14:31:28] 	-	-	-	45	9.030	9.050	55	-	-
[14:34:15] 	-	-	-	45	9.060	9.080	55	-	-
[14:35:29] 	-	-	-	45	9.050	9.070	55	-	-
[14:36:59] 	-	-	-	45	9.040	9.060	55	-	-
[14:38:04] 	-	-	-	45	9.050	9.070	55	-	-
[14:39:19] 	-	-	-	45	9.060	9.080	55	-	-
[14:42:09] 	-	-	-	30	8.130	9.160	1	-	-
[14:44:14] 	-	-	-	45	9.080	9.100	55	-	-
[14:45:20] 	-	-	-	45	9.070	9.090	55	-	-
[14:49:03] 	-	-	-	45	9.060	9.080	55	-	-
[14:51:15] 	-	-	-	45	9.070	9.090	55	-	-
[14:52:28] 	-	-	-	45	9.060	9.080	55	-	-
[14:57:03] 	-	-	-	45	9.050	9.070	55	-	-
[14:59:12] 	-	-	-	45	9.060	9.080	55	-	-
[15:00:11] 	-	-	-	45	9.070	9.090	55	-	-
[15:05:20] 	-	-	-	45	9.080	9.100	55	-	-
[15:06:41] 	-	-	-	45	9.070	9.090	55	-	-
[15:08:10] 	-	-	-	45	9.070	9.080	55	-	-
[15:09:15] 	-	-	-	45	9.070	9.090	55	-	-
[15:11:30] 	-	-	-	45	9.060	9.080	55	-	-
[15:12:37] 	-	-	-	45	9.070	9.090	55	-	-
[15:13:41] 	-	-	-	45	9.090	9.110	55	-	-
[15:17:14] 	9.080	-0.030	-0.3	43	9.080	9.100	55	9.080	9.080
[15:22:01] 	9.080	-0.030	-0.3	45	9.090	9.110	55	9.080	9.080
[15:25:22] 	9.080	-0.030	-0.3	45	9.080	9.100	55	9.080	9.080
[15:27:38] 	9.080	-0.030	-0.3	45	9.080	9.120	80	9.080	9.080
[15:28:41] 	9.080	-0.030	-0.3	45	9.090	9.110	55	9.080	9.080
[15:29:49] 	9.080	-0.030	-0.3	45	9.080	9.100	55	9.080	9.080
[15:32:15] 	9.080	-0.030	-0.3	45	9.090	9.110	55	9.080	9.080
[15:37:01] 	9.080	-0.030	-0.3	45	9.070	9.090	55	9.080	9.080
[15:43:20] 	9.080	-0.030	-0.3	45	9.060	9.080	55	9.080	9.080
[15:45:31] 	9.080	-0.030	-0.3	45	9.070	9.090	55	9.080	9.080
[15:46:39] 	9.080	-0.030	-0.3	45	9.060	9.080	55	9.080	9.080
[15:48:58] 	9.080	-0.030	-0.3	45	9.050	9.070	55	9.080	9.080
[15:52:24] 	9.080	-0.030	-0.3	45	9.040	9.060	55	9.080	9.080
[15:53:34] 	9.080	-0.030	-0.3	45	9.030	9.050	55	9.080	9.080
[15:56:39] 	9.080	-0.030	-0.3	45	9.040	9.060	55	9.080	9.080
[15:57:44] 	9.080	-0.030	-0.3	45	9.030	9.160	1	9.080	9.080
[15:58:50] 	9.080	-0.030	-0.3	45	9.020	9.040	55	9.080	9.080
[16:01:02] 	9.080	-0.030	-0.3	45	9.010	9.030	55	9.080	9.080
[16:02:34] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:03:56] 	9.080	-0.030	-0.3	45	8.990	9.010	55	9.080	9.080
[16:06:39] 	9.080	-0.030	-0.3	45	8.980	9.000	55	9.080	9.080
[16:07:43] 	9.080	-0.030	-0.3	45	8.990	9.010	55	9.080	9.080
[16:08:48] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:11:02] 	9.080	-0.030	-0.3	45	9.010	9.030	55	9.080	9.080
[16:15:33] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:17:10] 	9.080	-0.030	-0.3	45	8.990	9.010	55	9.080	9.080
[16:18:24] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:20:22] 	9.080	-0.030	-0.3	45	9.020	9.040	55	9.080	9.080
[16:22:29] 	9.080	-0.030	-0.3	45	9.010	9.030	55	9.080	9.080
[16:24:29] 	9.080	-0.030	-0.3	45	9.020	9.040	55	9.080	9.080
[16:26:43] 	9.080	-0.030	-0.3	45	9.010	9.030	55	9.080	9.080
[16:27:58] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:29:27] 	9.080	-0.030	-0.3	45	8.980	9.000	55	9.080	9.080
[16:32:11] 	9.080	-0.030	-0.3	45	8.990	9.010	55	9.080	9.080
[16:34:12] 	9.080	-0.030	-0.3	45	8.980	9.000	55	9.080	9.080
[16:36:31] 	9.080	-0.030	-0.3	45	9.000	9.020	55	9.080	9.080
[16:37:36] 	9.080	-0.030	-0.3	45	8.970	8.990	55	9.080	9.080
[16:38:44] 	9.000	-0.110	-1.2	45	8.980	9.000	55	9.080	9.000
[16:40:15] 	9.010	-0.100	-1.1	45	9.000	9.020	55	9.080	9.000
[16:44:05] 	9.010	-0.100	-1.1	45	8.990	9.010	55	9.080	9.000
[16:45:09] 	9.010	-0.100	-1.1	45	9.000	9.020	55	9.080	9.000
[16:46:20] 	9.010	-0.100	-1.1	45	9.010	9.030	55	9.080	9.000
[16:48:27] 	9.010	-0.100	-1.1	45	9.020	9.040	55	9.080	9.000
[16:51:48] 	9.010	-0.100	-1.1	45	9.030	9.050	55	9.080	9.000
[16:53:06] 	9.010	-0.100	-1.1	45	9.020	9.040	55	9.080	9.000
[16:56:45] 	9.010	-0.100	-1.1	45	9.010	9.030	55	9.080	9.000
[16:59:36] 	9.010	-0.100	-1.1	45	9.040	9.060	55	9.080	9.000
[17:02:05] 	9.010	-0.100	-1.1	45	9.020	9.040	55	9.080	9.000
[17:03:13] 	9.010	-0.100	-1.1	45	9.010	9.030	55	9.080	9.000
[17:04:32] 	9.010	-0.100	-1.1	45	9.020	9.040	55	9.080	9.000
[17:05:37] 	9.010	-0.100	-1.1	45	9.010	9.030	55	9.080	9.000
